metric,src_layer,tgt_layer,sdc_group,task_count,macro_mean_value,task_std_value
abs_std_diff,3,4,non_sdc,9,0.03496169651096011,0.00819696164742951
abs_std_diff,3,4,non_significant_sdc,9,0.03649364760934598,0.007887709497489709
abs_std_diff,3,4,significant_sdc,9,1.1173914162107703e+30,2.5437562186083606e+30
abs_std_diff,4,5,non_sdc,9,0.03538688382852332,0.0057394269114722524
abs_std_diff,4,5,non_significant_sdc,9,0.033948495118866016,0.008391029631088955
abs_std_diff,4,5,significant_sdc,9,5.62353490285431e+30,1.3110576243048782e+31
abs_std_diff,5,6,non_sdc,9,0.026024259917410187,0.003660128872408038
abs_std_diff,5,6,non_significant_sdc,9,0.02594391971547678,0.0045687971545043575
abs_std_diff,5,6,significant_sdc,9,3.74567291888243e+30,4.695905083649382e+30
abs_std_diff,6,7,non_sdc,9,0.03201851716545064,0.00993508652005059
abs_std_diff,6,7,non_significant_sdc,9,0.03037361172778126,0.006726614203657889
abs_std_diff,6,7,significant_sdc,9,1.7958279730583206e+30,2.835268652946729e+30
abs_std_diff,7,8,non_sdc,9,0.03404303084430352,0.005615325666198545
abs_std_diff,7,8,non_significant_sdc,9,0.033113973520182714,0.004829133985498497
abs_std_diff,7,8,significant_sdc,9,6.44776691892967e+29,1.5239625490631918e+30
abs_std_diff,8,9,non_sdc,9,0.03329449958528107,0.008645558588676338
abs_std_diff,8,9,non_significant_sdc,9,0.03204068091236274,0.010784613531172795
abs_std_diff,8,9,significant_sdc,9,3.1391471235445745e+30,5.376355422346819e+30
abs_std_diff,9,10,non_sdc,9,0.03885914845598701,0.007947502187113525
abs_std_diff,9,10,non_significant_sdc,9,0.03645870361409695,0.005960786939220851
abs_std_diff,9,10,significant_sdc,9,2.5537620374681506e+31,7.118199384294847e+31
abs_std_diff,10,11,non_sdc,9,0.0318518115597216,0.00550154739299809
abs_std_diff,10,11,non_significant_sdc,9,0.032326304336251305,0.005647342977989779
abs_std_diff,10,11,significant_sdc,9,3.776350292967442e+30,7.577272878890749e+30
abs_std_diff,11,12,non_sdc,9,0.03538503241244746,0.01084995712948788
abs_std_diff,11,12,non_significant_sdc,9,0.03463654952486257,0.010610464279356652
abs_std_diff,11,12,significant_sdc,9,2.332545544155216e+31,6.3449413468025235e+31
abs_std_diff,12,13,non_sdc,9,0.040811628537325256,0.010102606986770263
abs_std_diff,12,13,non_significant_sdc,9,0.037773835614095724,0.01154727438916149
abs_std_diff,12,13,significant_sdc,9,1.1756754954098794e+30,2.086760334854053e+30
abs_std_diff,13,14,non_sdc,9,0.03318663682962833,0.006927005738630284
abs_std_diff,13,14,non_significant_sdc,9,0.03235027318675724,0.006185712800286354
abs_std_diff,13,14,significant_sdc,9,1.904464239700538e+29,3.353327891186953e+29
abs_std_diff,14,15,non_sdc,9,0.03166413924140074,0.006210702173343374
abs_std_diff,14,15,non_significant_sdc,9,0.03526315330683608,0.011738819383188532
abs_std_diff,14,15,significant_sdc,9,1.7888492713574892e+30,5.002614461558077e+30
